Country,Year,life,population,child_mortality,gdp,region
India,1999,61.735,1036258683,94.8,2496,South Asia
India,2000,62.129,1053898107,91.2,2548,South Asia
India,2001,62.522,1071374264,87.7,2628,South Asia
India,2002,62.913,1088694080,84.3,2684,South Asia
India,2003,63.302,1105885689,81,2850,South Asia
India,2004,63.684,1122991192,77.7,3029,South Asia
India,2005,64.056,1140042863,74.6,3262,South Asia
India,2006,64.412,1157038539,71.5,3514,South Asia
India,2007,64.751,1173971629,68.5,3806,South Asia
India,2008,65.07,1190863679,65.6,3901,South Asia
India,2009,65.369,1207740408,62.7,4177,South Asia
India,2010,65.65,1224614327,59.9,4547,South Asia
India,2011,65.915,1241491960,57.2,4787,South Asia
India,2012,66.168,1258350971,54.5,4967,South Asia
India,2013,66.414,1275137828,52.1,5244,South Asia
Indonesia,1964,47.985,101538797,199.5,1694,East Asia & Pacific
Indonesia,1965,43.5,104146696,193.9,1682,East Asia & Pacific
Indonesia,1966,43.9,106839814,188.2,1666,East Asia & Pacific
Indonesia,1967,50.246,109612753,182.5,1602,East Asia & Pacific
Indonesia,1968,50.974,112461009,176.8,1741,East Asia & Pacific
Indonesia,1969,51.688,115379062,171.1,1920,East Asia & Pacific
Indonesia,1970,52.388,118361740,165.6,2082,East Asia & Pacific
Indonesia,1971,53.074,121405753,160.3,2162,East Asia & Pacific
Indonesia,1972,53.746,124507744,155.1,2351,East Asia & Pacific
Indonesia,1973,54.402,127662293,150.1,2637,East Asia & Pacific
Indonesia,1974,55.045,130863441,145.3,2679,East Asia & Pacific
Indonesia,1975,55.672,134105926,140.8,2612,East Asia & Pacific
Indonesia,1976,56.285,137382075,136.5,2797,East Asia & Pacific
Indonesia,1977,56.883,140688052,132.4,2946,East Asia & Pacific
Indonesia,1978,57.467,144026720,128.5,3026,East Asia & Pacific
Indonesia,1979,58.037,147403681,124.8,3111,East Asia & Pacific
Indonesia,1980,58.594,150820044,121.1,3314,East Asia & Pacific
Indonesia,1981,59.137,154275429,117.5,3445,East Asia & Pacific
Indonesia,1982,59.667,157758440,113.9,3254,East Asia & Pacific
Indonesia,1983,60.184,161245684,110.3,3294,East Asia & Pacific
Indonesia,1984,60.688,164706919,106.7,3461,East Asia & Pacific
Indonesia,1985,61.181,168119209,103.1,3489,East Asia & Pacific
Indonesia,1986,61.661,171472345,99.5,3646,East Asia & Pacific
Indonesia,1987,62.13,174767379,95.9,3775,East Asia & Pacific
Indonesia,1988,62.587,178006800,92.2,3940,East Asia & Pacific
Indonesia,1989,63.033,181197879,88.4,4234,East Asia & Pacific
Indonesia,1990,63.469,184345939,84.7,4548,East Asia & Pacific
Indonesia,1991,63.894,187451800,80.9,4868,East Asia & Pacific
Indonesia,1992,64.308,190512441,77.1,5131,East Asia & Pacific
Indonesia,1993,64.713,193525648,73.6,5412,East Asia & Pacific
Indonesia,1994,65.108,196488446,70.1,5727,East Asia & Pacific
Indonesia,1995,65.493,199400339,66.7,6111,East Asia & Pacific
Indonesia,1996,65.87,202257039,63.6,6478,East Asia & Pacific
Indonesia,1997,66.237,205063468,60.5,6683,East Asia & Pacific
Indonesia,1998,66.596,207839287,57.6,5721,East Asia & Pacific
Indonesia,1999,66.946,210610776,54.9,5684,East Asia & Pacific
Indonesia,2000,67.289,213395411,52.3,5878,East Asia & Pacific
Indonesia,2001,67.624,216203499,49.8,6005,East Asia & Pacific
Indonesia,2002,67.951,219026365,47.6,6186,East Asia & Pacific
Indonesia,2003,68.271,221839235,45.4,6389,East Asia & Pacific
Indonesia,2004,68.582,224606531,49.3,6615,East Asia & Pacific
Indonesia,2005,68.883,227303175,41.4,6892,East Asia & Pacific
Indonesia,2006,69.171,229918547,39.6,7168,East Asia & Pacific
Indonesia,2007,69.445,232461746,37.9,7516,East Asia & Pacific
Indonesia,2008,69.705,234951154,36.2,7856,East Asia & Pacific
Indonesia,2009,69.951,237414495,34.7,8108,East Asia & Pacific
Indonesia,2010,70.185,239870937,33.1,8498,East Asia & Pacific
Indonesia,2011,70.408,242325638,31.7,8907,East Asia & Pacific
Indonesia,2012,70.624,244769110,30.4,9327,East Asia & Pacific
Indonesia,2013,70.833,247188189,29.3,9729,East Asia & Pacific
Iran,1964,47.173,24408927,275.65,6188,Middle East & North Africa
Iran,1965,47.73,25063612,269.85,6768,Middle East & North Africa
Iran,1966,48.3,25743217,264.16,7252,Middle East & North Africa
Iran,1967,48.889,26448218,258.59,7862,Middle East & North Africa
Iran,1968,49.505,27173692,238.26,8816,Middle East & North Africa
Iran,1969,50.15,27912687,219.48,9709,Middle East & North Africa
Iran,1970,50.856,28662011,202.23,10467,Middle East & North Africa
Iran,1971,51.662,29421198,186.6,11475,Middle East & North Africa
Iran,1972,52.561,30197689,178.2,13019,Middle East & North Africa
Iran,1973,53.514,31006191,170.2,13782,Middle East & North Africa
Iran,1974,54.463,31866190,162,14316,Middle East & North Africa
Iran,1975,55.266,32793173,153.7,14690,Middle East & North Africa
Iran,1976,55.75,33788867,145.2,16697,Middle East & North Africa
Iran,1977,55.838,34853522,136.4,16033,Middle East & North Africa
Iran,1978,55.533,35998637,127.4,13827,Middle East & North Africa
Iran,1979,54.907,37237306,118.5,12312,Middle East & North Africa
Iran,1980,54.139,38576541,109.9,10366,Middle East & North Africa
Iran,1981,53.468,40012129,101.9,9691,Middle East & North Africa
Iran,1982,53.117,41533339,94.6,10715,Middle East & North Africa
Iran,1983,53.239,43130529,88.2,11655,Middle East & North Africa
Iran,1984,53.882,44790735,82.5,11274,Middle East & North Africa
Iran,1985,55.032,46497235,77.4,11047,Middle East & North Africa
Iran,1986,56.595,48257311,72.8,9675,Middle East & North Africa
Iran,1987,58.365,50052662,68.5,9335,Middle East & North Africa
Iran,1988,60.153,51810746,64.5,8626,Middle East & North Africa
Iran,1989,61.857,53437770,60.8,8753,Middle East & North Africa
Iran,1990,63.379,54870583,57.5,9511,Middle East & North Africa
Iran,1991,64.662,56071545,54.5,10502,Middle East & North Africa
Iran,1992,65.728,57067645,51.9,10792,Middle East & North Africa
Iran,1993,66.602,57940444,49.6,10500,Middle East & North Africa
Iran,1994,67.289,58808655,47.4,10344,Middle East & North Africa
Iran,1995,67.815,59757114,45.3,10477,Middle East & North Africa
Iran,1996,68.221,60815686,43.2,11043,Middle East & North Africa
Iran,1997,68.565,61955730,41.1,11216,Middle East & North Africa
Iran,1998,68.896,63133032,38.9,11311,Middle East & North Africa
Iran,1999,69.241,64278307,36.8,11327,Middle East & North Africa
Iran,2000,69.611,65342319,34.7,11719,Middle East & North Africa
Iran,2001,70.004,66313553,32.7,11977,Middle East & North Africa
Iran,2002,70.396,67212850,30.8,12712,Middle East & North Africa
Iran,2003,70.77,68061695,29,13454,Middle East & North Africa
Iran,2004,71.126,68893323,27.3,13975,Middle East & North Africa
Iran,2005,71.467,69732007,25.7,14452,Middle East & North Africa
Iran,2006,71.797,70582086,24.2,15127,Middle East & North Africa
Iran,2007,72.122,71435498,22.8,15903,Middle East & North Africa
Iran,2008,72.445,72289291,21.4,15955,Middle East & North Africa
Iran,2009,72.769,73137148,20.2,16123,Middle East & North Africa
Iran,2010,73.094,73973630,19.2,16980,Middle East & North Africa
Iran,2011,73.417,74798599,18.3,17425,Middle East & North Africa
Iran,2012,73.736,75611798,17.5,16068,Middle East & North Africa
Iran,2013,74.048,76407013,16.8,15552,Middle East & North Africa
Iraq,1964,52.73,8227763,155.8,6805,Middle East & North Africa
Iraq,1965,53.839,8483109,147.7,7178,Middle East & North Africa
Iraq,1966,54.885,8759064,140.1,7306,Middle East & North Africa
Iraq,1967,55.85,9054873,133.2,6898,Middle East & North Africa
Iraq,1968,56.723,9367055,126.7,7852,Middle East & North Africa
Iraq,1969,57.5,9690613,120.6,7846,Middle East & North Africa
Iraq,1970,58.199,10021785,115,7555,Middle East & North Africa
Iraq,1971,58.849,10358219,109.7,7785,Middle East & North Africa
Iraq,1972,59.47,10700247,104.7,7354,Middle East & North Africa
Iraq,1973,60.062,11049889,99.8,8648,Middle East & North Africa
Iraq,1974,60.611,11410460,95.2,9508,Middle East & North Africa
Iraq,1975,61.042,11783644,90.8,10522,Middle East & North Africa
Iraq,1976,61.259,12170881,86.8,11920,Middle East & North Africa
Iraq,1977,61.223,12569201,83,11575,Middle East & North Africa
Iraq,1978,60.951,12970635,79.5,13210,Middle East & North Africa
Iraq,1979,60.507,13364514,76.3,16718,Middle East & North Africa
Iraq,1980,60.03,13743534,73.3,16614,Middle East & North Africa
Iraq,1981,59.694,14106693,70.6,13478,Middle East & North Africa
Iraq,1982,59.642,14457565,68,12681,Middle East & North Africa
Iraq,1983,59.962,14799456,65.7,10779,Middle East & North Africa
Iraq,1984,60.673,15137560,63.6,10666,Middle East & North Africa
Iraq,1985,61.744,15477228,61.6,10711,Middle East & North Africa
Iraq,1986,63.087,15818309,59.7,11057,Middle East & North Africa
Iraq,1987,64.538,16164205,58.1,13010,Middle East & North Africa
Iraq,1988,65.953,16528250,56.6,13153,Middle East & North Africa
Iraq,1989,67.246,16927393,55.3,11519,Middle East & North Africa
Iraq,1990,68.348,17373767,54.1,11212,Middle East & North Africa
Iraq,1991,69.223,17871623,53,3921,Middle East & North Africa
Iraq,1992,69.9,18417924,51.9,5048,Middle East & North Africa
Iraq,1993,70.408,19008018,51,6379,Middle East & North Africa
Iraq,1994,70.754,19633844,50,6420,Middle East & North Africa
Iraq,1995,70.955,20288226,49.1,6353,Middle East & North Africa
Iraq,1996,71.043,20972915,48.2,6834,Middle East & North Africa
Iraq,1997,71.053,21686777,47.4,8027,Middle East & North Africa
Iraq,1998,71.017,22416190,46.5,10490,Middle East & North Africa
Iraq,1999,70.95,23143629,45.6,11958,Middle East & North Africa
Iraq,2000,70.845,23857458,44.7,11764,Middle East & North Africa
Iraq,2001,70.68,24552000,43.8,11684,Middle East & North Africa
Iraq,2002,70.437,25233067,43,10567,Middle East & North Africa
Iraq,2003,70.118,25914982,42.3,6873,Middle East & North Africa
Iraq,2004,69.747,26618523,41.5,10311,Middle East & North Africa
Iraq,2005,69.37,27359461,40.7,10489,Middle East & North Africa
Iraq,2006,69.038,28140999,39.9,11271,Middle East & North Africa
Iraq,2007,68.792,28960581,39.1,11157,Middle East & North Africa
Iraq,2008,68.659,29821136,38.3,11616,Middle East & North Africa
Iraq,2009,68.649,30724614,37.5,11992,Middle East & North Africa
Iraq,2010,68.753,31671591,36.6,12330,Middle East & North Africa
Iraq,2011,68.946,32664942,35.7,13248,Middle East & North Africa
Iraq,2012,69.181,33703068,34.8,14545,Middle East & North Africa
Iraq,2013,69.419,34776205,33.9,15368,Middle East & North Africa
Ireland,1964,70.49,2860976,30.1,9215,Europe & Central Asia
Ireland,1965,70.69,2874711,28.6,9350,Europe & Central Asia
Ireland,1966,70.2,2887470,27,9416,Europe & Central Asia
Ireland,1967,71.24,2900350,25.5,9933,Europe & Central Asia
Ireland,1968,70.93,2915420,24.1,10722,Europe & Central Asia
Ireland,1969,70.85,2935643,23,11331,Europe & Central Asia
Ireland,1970,70.89,2963020,22.2,11551,Europe & Central Asia
Ireland,1971,71.68,2997907,21.7,11850,Europe & Central Asia
Ireland,1972,71.02,3039128,21.4,12440,Europe & Central Asia
Ireland,1973,71.24,3085214,21.1,12834,Europe & Central Asia
Ireland,1974,71.18,3134031,20.6,13176,Europe & Central Asia
Ireland,1975,71.76,3183759,20,13703,Europe & Central Asia
Ireland,1976,71.86,3233907,19.1,13691,Europe & Central Asia
Ireland,1977,72,3284081,18,14631,Europe & Central Asia
Ireland,1978,71.98,3332644,16.8,15499,Europe & Central Asia
Ireland,1979,72.25,3377699,15.5,15734,Europe & Central Asia
Ireland,1980,72.6,3417798,14.3,16078,Europe & Central Asia
Ireland,1981,72.96,3452589,13.3,16425,Europe & Central Asia
Ireland,1982,73.23,3482073,12.4,16640,Europe & Central Asia
Ireland,1983,73.26,3505714,11.7,16502,Europe & Central Asia
Ireland,1984,73.71,3523059,11.1,17116,Europe & Central Asia
Ireland,1985,73.65,3534103,10.7,17606,Europe & Central Asia
Ireland,1986,73.72,3538519,10.4,17546,Europe & Central Asia
Ireland,1987,74.52,3537244,10.1,18385,Europe & Central Asia
Ireland,1988,74.55,3533181,9.9,19420,Europe & Central Asia
Ireland,1989,74.58,3530188,9.6,20665,Europe & Central Asia
Ireland,1990,74.98,3531219,9.2,22468,Europe & Central Asia
Ireland,1991,75.14,3537626,8.6,22770,Europe & Central Asia
Ireland,1992,75.54,3549302,8.1,23371,Europe & Central Asia
Ireland,1993,75.4,3565952,7.7,23881,Europe & Central Asia
Ireland,1994,75.91,3586685,7.4,25156,Europe & Central Asia
Ireland,1995,75.58,3610958,7.3,27439,Europe & Central Asia
Ireland,1996,75.94,3638457,7.3,29695,Europe & Central Asia
Ireland,1997,76.08,3669860,7.3,32568,Europe & Central Asia
Ireland,1998,76.3,3706687,7.3,34985,Europe & Central Asia
Ireland,1999,76.2,3750945,7.3,38122,Europe & Central Asia
Ireland,2000,76.66,3803780,7.1,41198,Europe & Central Asia
Ireland,2001,77.24,3865820,6.9,42686,Europe & Central Asia
Ireland,2002,77.73,3935781,6.5,44423,Europe & Central Asia
Ireland,2003,78.24,4010506,6.1,44998,Europe & Central Asia
Ireland,2004,78.64,4085676,5.6,46205,Europe & Central Asia
Ireland,2005,79.4,4158042,5.2,47775,Europe & Central Asia
Ireland,2006,79.73,4226428,4.9,49048,Europe & Central Asia
Ireland,2007,79.655,4291258,4.6,50001,Europe & Central Asia
Ireland,2008,79.94,4352866,4.5,47713,Europe & Central Asia
Ireland,2009,79.924,4412181,4.3,44222,Europe & Central Asia
Ireland,2010,80.151,4469900,4.2,43860,Europe & Central Asia
Ireland,2011,80.349,4525802,4.1,44913,Europe & Central Asia
Ireland,2012,80.531,4579498,4,44673,Europe & Central Asia
Ireland,2013,80.707,4631391,3.8,44640,Europe & Central Asia
Israel,1964,69.855,2443420,35.46,8152,Middle East & North Africa
Israel,1965,70.123,2522641,34.37,8630,Middle East & North Africa
Israel,1966,70.374,2591671,33.32,8504,Middle East & North Africa
Israel,1967,70.604,2652723,32.3,8535,Middle East & North Africa
Israel,1968,70.812,2711274,31.32,9634,Middle East & North Africa
Israel,1969,71.003,2775091,30.36,10562,Middle East & North Africa
Israel,1970,71.185,2849534,29.43,11062,Middle East & North Africa
Israel,1971,71.372,2936585,29.32,11878,Middle East & North Africa
Israel,1972,71.572,3033863,29.21,12903,Middle East & North Africa
Israel,1973,71.794,3137027,29.1,13110,Middle East & North Africa
Israel,1974,72.039,3239653,29.2,13606,Middle East & North Africa
Israel,1975,72.308,3336984,26.2,13751,Middle East & North Africa
Israel,1976,72.597,3428067,23.8,13626,Middle East & North Africa
Israel,1977,72.895,3514143,21.8,13324,Middle East & North Africa
Israel,1978,73.194,3595324,20.2,13656,Middle East & North Africa
Israel,1979,73.489,3672295,19,14159,Middle East & North Africa
Israel,1980,73.774,3745797,18,14768,Middle East & North Africa
Israel,1981,74.046,3816400,17.3,15245,Middle East & North Africa
Israel,1982,74.306,3884594,16.6,15265,Middle East & North Africa
Israel,1983,74.82,3951159,16,15501,Middle East & North Africa
Israel,1984,75.11,4017024,15.2,15310,Middle East & North Africa
Israel,1985,75.44,4083495,14.4,15542,Middle East & North Africa
Israel,1986,75.27,4149457,13.7,16015,Middle East & North Africa
Israel,1987,75.65,4216475,13.1,16871,Middle East & North Africa
Israel,1988,76.01,4291626,12.5,16906,Middle East & North Africa
Israel,1989,76.61,4384139,12.1,16743,Middle East & North Africa
Israel,1990,77.08,4499949,11.6,17152,Middle East & North Africa
Israel,1991,76.93,4642324,11.1,17394,Middle East & North Africa
Israel,1992,76.8,4807603,10.5,17749,Middle East & North Africa
Israel,1993,77.39,4986162,9.9,18244,Middle East & North Africa
Israel,1994,77.64,5164345,9.2,19010,Middle East & North Africa
Israel,1995,77.62,5332079,8.7,22550,Middle East & North Africa
Israel,1996,78.23,5486774,8.2,23240,Middle East & North Africa
Israel,1997,78.12,5630785,7.8,23544,Middle East & North Africa
Israel,1998,78.29,5765115,7.5,24009,Middle East & North Africa
Israel,1999,78.57,5892366,7.2,24263,Middle East & North Africa
Israel,2000,78.75,6014953,6.9,25739,Middle East & North Africa
Israel,2001,79.16,6131313,6.6,25167,Middle East & North Africa
Israel,2002,79.15,6241593,6.4,24650,Middle East & North Africa
Israel,2003,79.5,6352106,6.1,24470,Middle East & North Africa
Israel,2004,79.96,6471236,5.8,25256,Middle East & North Africa
Israel,2005,80.02,6604572,5.6,25891,Middle East & North Africa
Israel,2006,80.37,6755143,5.3,26908,Middle East & North Africa
Israel,2007,80.46,6920182,5.1,28091,Middle East & North Africa
Israel,2008,80.836,7092324,4.9,28562,Middle East & North Africa
Israel,2009,81.105,7260949,4.7,28419,Middle East & North Africa
Israel,2010,81.295,7418400,4.6,29509,Middle East & North Africa
Israel,2011,81.473,7562194,4.4,30183,Middle East & North Africa
Israel,2012,81.641,7694670,4.3,30518,Middle East & North Africa
Israel,2013,81.801,7818860,4.2,30927,Middle East & North Africa
Italy,1964,70.4,51054762,43.1,12343,Europe & Central Asia
Italy,1965,70.27,51453513,41,12599,Europe & Central Asia
Italy,1966,71.02,51839323,39.3,13279,Europe & Central Asia
Italy,1967,71.06,52215095,37.8,13997,Europe & Central Asia
Italy,1968,70.88,52584254,36.4,14929,Europe & Central Asia
Italy,1969,70.9,52952971,35.1,15735,Europe & Central Asia
Italy,1970,71.66,53324772,33.6,16450,Europe & Central Asia
Italy,1971,71.91,53700117,31.9,16680,Europe & Central Asia
Italy,1972,72.19,54074032,29.9,17160,Europe & Central Asia
Italy,1973,72.13,54438147,27.6,18390,Europe & Central Asia
Italy,1974,72.85,54781374,25.3,19085,Europe & Central Asia
Italy,1975,72.76,55095516,23.1,18469,Europe & Central Asia
Italy,1976,73.11,55377233,21.1,19699,Europe & Central Asia
Italy,1977,73.48,55627789,19.5,20050,Europe & Central Asia
Italy,1978,73.83,55849349,18.1,20882,Europe & Central Asia
Italy,1979,74.16,56046086,17,22146,Europe & Central Asia
Italy,1980,74.12,56221171,16.1,22861,Europe & Central Asia
Italy,1981,74.51,56376115,15.2,23113,Europe & Central Asia
Italy,1982,74.98,56510204,14.3,23385,Europe & Central Asia
Italy,1983,74.8,56622072,13.5,23664,Europe & Central Asia
Italy,1984,75.56,56709575,12.7,24842,Europe & Central Asia
Italy,1985,75.67,56772141,12,25646,Europe & Central Asia
Italy,1986,76,56808914,11.3,26242,Europe & Central Asia
Italy,1987,76.42,56823401,10.8,27304,Europe & Central Asia
Italy,1988,76.6,56824700,10.4,28879,Europe & Central Asia
Italy,1989,77,56824792,10,30152,Europe & Central Asia
Italy,1990,77.06,56832330,9.6,30746,Europe & Central Asia
Italy,1991,77.07,56856059,9.3,31198,Europe & Central Asia
Italy,1992,77.44,56895154,8.9,31437,Europe & Central Asia
Italy,1993,77.72,56937520,8.5,31149,Europe & Central Asia
Italy,1994,77.93,56965197,8,31813,Europe & Central Asia
Italy,1995,78.19,56968039,7.5,32731,Europe & Central Asia
Italy,1996,78.52,56938342,7,33143,Europe & Central Asia
Italy,1997,78.82,56888300,6.6,33733,Europe & Central Asia
Italy,1998,78.92,56851522,6.2,34269,Europe & Central Asia
Italy,1999,79.32,56873677,5.9,34798,Europe & Central Asia
Italy,2000,79.73,56986329,5.5,36073,Europe & Central Asia
Italy,2001,80.01,57199219,5.2,36692,Europe & Central Asia
Italy,2002,80.25,57498867,5,36729,Europe & Central Asia
Italy,2003,80.33,57864332,4.7,36622,Europe & Central Asia
Italy,2004,81.19,58263782,4.5,36962,Europe & Central Asia
Italy,2005,81.18,58671206,4.4,37130,Europe & Central Asia
Italy,2006,81.59,59082100,4.3,37761,Europe & Central Asia
Italy,2007,81.111,59495243,4.2,38125,Europe & Central Asia
Italy,2008,81.236,59891479,4.1,37475,Europe & Central Asia
Italy,2009,81.752,60248654,4.1,35260,Europe & Central Asia
Italy,2010,81.923,60550848,4,35753,Europe & Central Asia
Italy,2011,82.083,60788694,3.9,35901,Europe & Central Asia
Italy,2012,82.235,60964145,3.7,34813,Europe & Central Asia
Italy,2013,82.385,61087395,3.6,33827,Europe & Central Asia
Jamaica,1964,66.282,1734820,71.8,5965,America
Jamaica,1965,66.678,1760400,69.2,6304,America
Jamaica,1966,67.04,1783255,66.8,6424,America
Jamaica,1967,67.374,1804079,64.5,6522,America
Jamaica,1968,67.686,1824153,62.3,6734,America
Jamaica,1969,67.981,1845371,60,7132,America
Jamaica,1970,68.259,1869031,57.8,7880,America
Jamaica,1971,68.522,1895729,55.5,7769,America
Jamaica,1972,68.767,1924871,53.3,7862,America
Jamaica,1973,68.995,1955153,51.2,8398,America
Jamaica,1974,69.209,1984678,49.3,7929,America
Jamaica,1975,69.419,2012156,47.6,7782,America
Jamaica,1976,69.634,2036770,46,7196,America
Jamaica,1977,69.857,2059107,44.5,6952,America
Jamaica,1978,70.087,2080943,43.1,6912,America
Jamaica,1979,70.319,2104823,41.9,6688,America
Jamaica,1980,70.542,2132390,40.7,6243,America
Jamaica,1981,70.741,2164601,39.5,6310,America
Jamaica,1982,70.904,2200377,38.4,6268,America
Jamaica,1983,71.02,2236865,37.3,6375,America
Jamaica,1984,71.087,2270069,36.3,6288,America
Jamaica,1985,71.103,2297232,35.3,5969,America
Jamaica,1986,71.072,2317284,34.3,6041,America
Jamaica,1987,71.004,2331427,33.3,6481,America
Jamaica,1988,70.913,2341957,32.4,6641,America
Jamaica,1989,70.809,2352279,31.5,7056,America
Jamaica,1990,70.702,2364909,30.6,7391,America
Jamaica,1991,70.598,2380447,29.6,7697,America
Jamaica,1992,70.501,2398249,28.7,7792,America
Jamaica,1993,70.418,2418080,27.8,8463,America
Jamaica,1994,70.355,2439337,26.9,8514,America
Jamaica,1995,70.315,2461516,26,8644,America
Jamaica,1996,70.299,2484672,25.1,8531,America
Jamaica,1997,70.306,2508867,24.3,8354,America
Jamaica,1998,70.336,2533550,23.4,8086,America
Jamaica,1999,70.391,2558003,22.7,8115,America
Jamaica,2000,70.479,2581648,22,8139,America
Jamaica,2001,70.606,2604321,21.4,8197,America
Jamaica,2002,70.774,2625968,20.9,8349,America
Jamaica,2003,70.981,2646269,20.4,8500,America
Jamaica,2004,71.221,2664897,20,8651,America
Jamaica,2005,71.488,2681653,19.7,8803,America
Jamaica,2006,71.775,2696334,19.5,8954,America
Jamaica,2007,72.069,2709042,19.2,9047,America
Jamaica,2008,72.36,2720282,18.9,8951,America
Jamaica,2009,72.638,2730774,18.5,8526,America
Jamaica,2010,72.897,2741052,18.1,8370,America
Jamaica,2011,73.129,2751273,17.6,8485,America
Jamaica,2012,73.338,2761331,17.2,8521,America
Jamaica,2013,73.525,2771179,16.7,8607,America
Japan,1964,70.28,96253698,27,6741,East Asia & Pacific
Japan,1965,70.33,97342773,24.6,7048,East Asia & Pacific
Japan,1966,71.14,98495891,22.6,7724,East Asia & Pacific
Japan,1967,71.43,99712724,21,8454,East Asia & Pacific
Japan,1968,71.75,100990902,19.6,9439,East Asia & Pacific
Japan,1969,71.98,102326089,18.5,10548,East Asia & Pacific
Japan,1970,72.07,103710287,17.5,14203,East Asia & Pacific
Japan,1971,72.89,105145914,16.5,14673,East Asia & Pacific
Japan,1972,73.42,106619818,15.7,15694,East Asia & Pacific
Japan,1973,73.48,108089192,14.9,16731,East Asia & Pacific
Japan,1974,73.91,109498615,14.1,16320,East Asia & Pacific
Japan,1975,74.41,110808090,13.3,16632,East Asia & Pacific
Japan,1976,74.81,111996339,12.5,17117,East Asia & Pacific
Japan,1977,75.38,113071149,11.8,17705,East Asia & Pacific
Japan,1978,75.7,114057650,11.1,18484,East Asia & Pacific
Japan,1979,76.21,114996088,10.5,19346,East Asia & Pacific
Japan,1980,76.19,115914688,9.9,19741,East Asia & Pacific
Japan,1981,76.6,116823958,9.3,20413,East Asia & Pacific
Japan,1982,77.11,117711145,8.8,20951,East Asia & Pacific
Japan,1983,77.14,118554190,8.3,21446,East Asia & Pacific
Japan,1984,77.54,119320901,7.9,22268,East Asia & Pacific
Japan,1985,77.84,119990547,7.5,23554,East Asia & Pacific
Japan,1986,78.26,120553260,7.1,24116,East Asia & Pacific
Japan,1987,78.67,121023579,6.8,25018,East Asia & Pacific
Japan,1988,78.58,121434677,6.6,26724,East Asia & Pacific
Japan,1989,79.01,121832924,6.4,28077,East Asia & Pacific
Japan,1990,79.04,122251184,6.3,29550,East Asia & Pacific
Japan,1991,79.31,122703017,6.2,30437,East Asia & Pacific
Japan,1992,79.36,123177552,6.1,30610,East Asia & Pacific
Japan,1993,79.5,123653405,6,30587,East Asia & Pacific
Japan,1994,79.91,124097649,5.9,30746,East Asia & Pacific
Japan,1995,79.76,124486744,5.7,31224,East Asia & Pacific
Japan,1996,80.46,124814986,5.5,31958,East Asia & Pacific
Japan,1997,80.69,125091571,5.2,32391,East Asia & Pacific
Japan,1998,80.77,125325617,5,31656,East Asia & Pacific
Japan,1999,80.75,125531619,4.7,31535,East Asia & Pacific
Japan,2000,81.35,125720310,4.5,32193,East Asia & Pacific
Japan,2001,81.7,125893623,4.3,32230,East Asia & Pacific
Japan,2002,82,126048366,4.1,32248,East Asia & Pacific
Japan,2003,82.07,126184149,4,32721,East Asia & Pacific
Japan,2004,82.36,126299414,3.9,33483,East Asia & Pacific
Japan,2005,82.27,126392944,3.7,33916,East Asia & Pacific
Japan,2006,82.68,126464789,3.6,34468,East Asia & Pacific
Japan,2007,82.87,126515486,3.5,35183,East Asia & Pacific
Japan,2008,82.81,126544640,3.4,34800,East Asia & Pacific
Japan,2009,82.932,126551705,3.3,32880,East Asia & Pacific
Japan,2010,83.092,126535920,3.2,34404,East Asia & Pacific
Japan,2011,83.255,126497241,3.4,34316,East Asia & Pacific
Japan,2012,83.418,126434653,3,34988,East Asia & Pacific
Japan,2013,83.58,126345235,2.9,35614,East Asia & Pacific
Jordan,1964,55.765,1059627,123.8,5556,Middle East & North Africa
Jordan,1965,56.526,1129219,117.1,5937,Middle East & North Africa
Jordan,1966,57.279,1220890,110.9,5855,Middle East & North Africa
Jordan,1967,58.022,1330877,105.1,5711,Middle East & North Africa
Jordan,1968,58.752,1449985,99.7,4994,Middle East & North Africa
Jordan,1969,59.468,1565143,94.7,5182,Middle East & North Africa
Jordan,1970,60.171,1666920,90.1,4478,Middle East & North Africa
Jordan,1971,60.864,1752689,85.7,4421,Middle East & North Africa
Jordan,1972,61.545,1825322,81.6,4401,Middle East & North Africa
Jordan,1973,62.215,1887681,77.7,4462,Middle East & North Africa
Jordan,1974,62.869,1944733,74.1,4681,Middle East & North Africa
Jordan,1975,63.502,2000538,70.6,4824,Middle East & North Africa
Jordan,1976,64.108,2055198,67.3,5781,Middle East & North Africa
Jordan,1977,64.683,2108538,64.2,5941,Middle East & North Africa
Jordan,1978,65.223,2164159,61.3,6939,Middle East & North Africa
Jordan,1979,65.73,2226485,58.5,7313,Middle East & North Africa
Jordan,1980,66.206,2298691,55.9,8357,Middle East & North Africa
Jordan,1981,66.655,2383227,53.4,8397,Middle East & North Africa
Jordan,1982,67.084,2479683,51,8657,Middle East & North Africa
Jordan,1983,67.498,2584859,48.7,8493,Middle East & North Africa
Jordan,1984,67.897,2693837,46.6,8884,Middle East & North Africa
Jordan,1985,68.281,2803422,44.6,8859,Middle East & North Africa
Jordan,1986,68.646,2910375,42.7,9318,Middle East & North Africa
Jordan,1987,68.99,3016540,40.9,9244,Middle East & North Africa
Jordan,1988,69.309,3129651,39.3,8844,Middle East & North Africa
Jordan,1989,69.602,3260496,37.9,7637,Middle East & North Africa
Jordan,1990,69.87,3415567,36.6,7057,Middle East & North Africa
Jordan,1991,70.111,3599359,35.4,6426,Middle East & North Africa
Jordan,1992,70.329,3806045,34.3,7242,Middle East & North Africa
